machineName:sensorName,operationalHigh,operationalLow
DCS SUP:TORP MISSLE & RACK MAGZN FLOODG (DUPSIG_01),1.0,0.0
DCS SUP:TORP MISSLE & RACK MAGZN SPRNKLR ON,1.0,0.0
DCS SUP:TORP MISSLE & RACK MAGZN SPRNKLR ON (DUPSIG_01),1.0,0.0
DCS SUP:VBSS FIRE,1.0,0.0
DCS SUP:VBSS FIRE (DUPSIG_01),1.0,0.0
DCS SUP:VBSS FLOODG,1.0,0.0
DCS SUP:VBSS FLOODG (DUPSIG_01),1.0,0.0
DCS SUP:VCHT RM 1 H2S LVL 50 PPM WARN (DUPSIG_01),1.0,0.0
DCS SUP:VCHT RM 1 VENTILN S/D (DUPSIG_01),1.0,0.0
DCS SUP:VCHT RM 2 H2S LVL 50 PPM WARN (DUPSIG_01),1.0,0.0
DCS SUP:VLA EQUIPMT RM 2 FIRE,1.0,0.0
DCS SUP:VLA EQUIPMT RM 2 FIRE (DUPSIG_01),1.0,0.0
DCS SUP:VLS A MODULE MAGZN SPRINK SYS LEAKG,1.0,0.0
DCS SUP:VLS A MODULE MAGZN SPRINK SYS LEAKG (DUPSIG_01),1.0,0.0
DCS SUP:WPN & AVIATION ORD EQUIPMT WKSHP FIRE,1.0,0.0
DCS SUP:WPN & AVIATION ORD EQUIPMT WKSHP FIRE (DUPSIG_01),1.0,0.0
DCS SUP:WPN & AVIATION ORD EQUIPMT WKSHP FIRE (DUPSIG_02),1.0,0.0
DCS SUP:WPN & AVIATION ORD EQUIPMT WKSHP FIRE (DUPSIG_03),1.0,0.0
DCS SUP:WPNS MAGZN 1 FIRE,1.0,0.0
DCS SUP:WPNS MAGZN 1 FIRE (DUPSIG_01),1.0,0.0
DCS SUP:WPNS MAGZN 1 FLOODG,1.0,0.0
DCS SUP:WPNS MAGZN 1 FLOODG (DUPSIG_01),1.0,0.0
DCS SUP:WPNS MAGZN 1 SPRNKLR ON,1.0,0.0
DCS SUP:WPNS MAGZN 1 SPRNKLR ON (DUPSIG_01),1.0,0.0
DCS SUP:WPNS MAGZN 2 FIRE,1.0,0.0
DCS SUP:WPNS MAGZN 2 FIRE (DUPSIG_01),1.0,0.0
DCS SUP:WPNS MAGZN 2 FLOODG,1.0,0.0
DCS SUP:WPNS MAGZN 2 FLOODG (DUPSIG_01),1.0,0.0
DCS SUP:WPNS MAGZN 2 SPRNKLR ON,1.0,0.0
DCS SUP:WPNS MAGZN 2 SPRNKLR ON (DUPSIG_01),1.0,0.0
DCS SUP:WPNS WKSHP 1 FIRE,1.0,0.0
DCS SUP:WPNS WKSHP 1 FIRE (DUPSIG_01),1.0,0.0
DRN EDUC:ER 1 EDUCT PRES,300.0,0.0
DRN EDUC:ER 1 EDUCT VAC,300.0,0.0
DRN EDUC:ER 2 EDUCT PRES,300.0,0.0
DRN EDUC:ER 2 EDUCT VAC,300.0,0.0
EP:1SA-2SA LONGTDL BRKR SYNC CMD,1.0,0.0
EP:1SA-2SA LONGTDNL BRKR CLOSED,1.0,0.0
EP:1SA-2SA LONGTDNL BRKR OPND,1.0,0.0
EP:1SB-2SB LONGTDL BRKR SYNC CMD,1.0,0.0
EP:1SB-2SB LONGTDNL BRKR CLOSED,1.0,0.0
EP:1SB-2SB LONGTDNL BRKR OPND,1.0,0.0
EP:60 HZ PWR DISTR SUMRY ALM,1.0,0.0
EP:EP DIU1 A2 FUSE F2A SB 1S BLOWN,1.0,0.0
EP:GEN PROTECTN MODULE 1SA FAILD,1.0,0.0
EP:GEN PROTECTN MODULE 1SA FAULT CURRENT TRIP INITD,1.0,0.0
EP:GEN PROTECTN MODULE 1SB FAILD,1.0,0.0
EP:GEN PROTECTN MODULE 1SB FAULT CURRENT TRIP INITD,1.0,0.0
EP:GEN PROTECTN MODULE 2SA FAILD,1.0,0.0
EP:GEN PROTECTN MODULE 2SA FAULT CURRENT TRIP INITD,1.0,0.0
EP:GEN PROTECTN MODULE 2SB FAILD,1.0,0.0
EP:GEN PROTECTN MODULE 2SB FAULT CURRENT TRIP INITD,1.0,0.0
EP:GEN PROTECTN MODULE 3SA FAILD,1.0,0.0
EP:GEN PROTECTN MODULE 3SA FAULT CURRENT TRIP INITD,1.0,0.0
EP:GEN PROTECTN MODULE 3SB FAILD,1.0,0.0
EP:GEN PROTECTN MODULE 3SB FAULT CURRENT TRIP INITD,1.0,0.0
EP:SHOR PWR FREQ,65.0,55.0
EP:SHOR PWR FREQ OOR,1.0,0.0
EP:SHOR PWR SYNC ACROSS BRKR CMD,1.0,0.0
EP:SHOR PWR VOLT,600.0,0.0
EP:SHOR PWR VOLT OOR,1.0,0.0
EP:STG 1 LOAD SHED OCCURD,1.0,0.0
EP:SWBD 1S BUS 1SA VOLT,600.0,0.0
EP:SWBD 1S BUS 1SA VOLT HI,1.0,0.0
EP:SWBD 1S BUS 1SA VOLT LOW,1.0,0.0
EP:SWBD 1S BUS 1SB VOLT,600.0,0.0
EP:SWBD 1S BUS 1SB VOLT HI,1.0,0.0
EP:SWBD 1S BUS 1SB VOLT LOW,1.0,0.0
EP:SWBD 1S BUS 1SG GND FAULT,260.0,-111.0
EP:SWBD 1S BUS 1SG GND FAULT HI,1.0,0.0
EP:SWBD 1S BUS 1SG VOLT,600.0,0.0
EP:SWBD 1S BUS 1SG VOLT HI,1.0,0.0
EP:SWBD 1S BUS 1SG VOLT LOW,1.0,0.0
EP:SWBD 1S CROSS TIE 1SA CURRENT,6000.0,0.0
EP:SWBD 1S CROSS TIE 1SA CURRENT HI,1.0,0.0
EP:SWBD 1S CROSS TIE 1SA CURRENT OOR,1.0,0.0
EP:SWBD 1S CROSS TIE 1SB CURRENT,6000.0,0.0
EP:SWBD 1S CROSS TIE 1SB CURRENT HI,1.0,0.0
EP:SWBD 1S CROSS TIE 1SB CURRENT OOR,1.0,0.0
EP:SWBD 1S CROSS TIE BRKR 1SA CLOSED,1.0,0.0
EP:SWBD 1S CROSS TIE BRKR 1SA OPND,1.0,0.0
EP:SWBD 1S CROSS TIE BRKR 1SB CLOSED,1.0,0.0
EP:SWBD 1S CROSS TIE BRKR 1SB OPND,1.0,0.0
EP:SWBD 1SA CROSS TIE BRKR SYNC CMD,1.0,0.0
EP:SWBD 1SB CROSS TIE BRKR SYNC CMD,1.0,0.0
EP:SWBD 2S 1SA-2SA LONGTDL CURRENT,6000.0,0.0
EP:SWBD 2S 1SA-2SA LONGTDL CURRENT HI,1.0,0.0
EP:SWBD 2S 1SA-2SA LONGTDL CURRENT LOW,1.0,0.0
EP:SWBD 2S 1SB-2SB LONGTDL CURRENT,6000.0,0.0
EP:SWBD 2S 1SB-2SB LONGTDL CURRENT HI,1.0,0.0
EP:SWBD 2S 1SB-2SB LONGTDL CURRENT LOW,1.0,0.0
EP:SWBD 2S BUS 2SA VOLT,600.0,0.0
EP:SWBD 2S BUS 2SA VOLT HI,1.0,0.0
EP:SWBD 2S BUS 2SA VOLT LOW,1.0,0.0
EP:SWBD 2S BUS 2SB VOLT,600.0,0.0
EP:SWBD 2S BUS 2SB VOLT HI,1.0,0.0
EP:SWBD 2S BUS 2SB VOLT LOW,1.0,0.0
EP:SWBD 2S BUS 2SG GND FAULT,260.0,-111.0
EP:SWBD 2S BUS 2SG GND FAULT HI,1.0,0.0
EP:SWBD 2S BUS 2SG VOLT,600.0,0.0
EP:SWBD 2S BUS 2SG VOLT HI,1.0,0.0
EP:SWBD 2S BUS 2SG VOLT LOW,1.0,0.0
EP:SWBD 2S CROSS TIE 2SA CURRENT,6000.0,0.0
EP:SWBD 2S CROSS TIE 2SA CURRENT HI,1.0,0.0
EP:SWBD 2S CROSS TIE 2SA CURRENT OOR,1.0,0.0
EP:SWBD 2S CROSS TIE 2SB CURRENT,6000.0,0.0
EP:SWBD 2S CROSS TIE 2SB CURRENT HI,1.0,0.0
EP:SWBD 2S CROSS TIE 2SB CURRENT OOR,1.0,0.0
EP:SWBD 2S CROSS TIE BRKR 2SA CLOSED,1.0,0.0
EP:SWBD 2S CROSS TIE BRKR 2SA OPND,1.0,0.0
EP:SWBD 2S CROSS TIE BRKR 2SB CLOSED,1.0,0.0
EP:SWBD 2S CROSS TIE BRKR 2SB OPND,1.0,0.0
EP:SWBD 2S LOADSHED STG 1 INITD,1.0,0.0
EP:SWBD 2S LOADSHED STG 1 OCCURD,1.0,0.0
EP:SWBD 2S LOADSHED STG 2 INITD,1.0,0.0
EP:SWBD 2S LOADSHED STG 2 OCCURD,1.0,0.0
EP:SWBD 2SA CROSS TIE BRKR SYNC CMD,1.0,0.0
EP:SWBD 2SB CROSS TIE BRKR SYNC CMD,1.0,0.0
EP:SWBD 3S BUS 3SA VOLT,600.0,0.0
EP:SWBD 3S BUS 3SA VOLT HI,1.0,0.0
EP:SWBD 3S BUS 3SA VOLT LOW,1.0,0.0
EP:SWBD 3S BUS 3SB VOLT,600.0,0.0
EP:SWBD 3S BUS 3SB VOLT HI,1.0,0.0
EP:SWBD 3S BUS 3SB VOLT LOW,1.0,0.0
EP:SWBD 3S BUS 3SG GND FAULT,260.0,-111.0
EP:SWBD 3S BUS 3SG GND FAULT HI,1.0,0.0
EP:SWBD 3S BUS 3SG VOLT,600.0,0.0
EP:SWBD 3S BUS 3SG VOLT HI,1.0,0.0
EP:SWBD 3S BUS 3SG VOLT LOW,1.0,0.0
EP:SWBD 3S CROSS TIE 3SA CURRENT,6000.0,0.0
EP:SWBD 3S CROSS TIE 3SA CURRENT HI,1.0,0.0
EP:SWBD 3S CROSS TIE 3SA CURRENT OOR,1.0,0.0
EP:SWBD 3S CROSS TIE 3SB CURRENT,6000.0,0.0
EP:SWBD 3S CROSS TIE 3SB CURRENT HI,1.0,0.0
EP:SWBD 3S CROSS TIE 3SB CURRENT OOR,1.0,0.0
EP:SWBD 3S CROSS TIE BRKR 3SA CLOSED,1.0,0.0
EP:SWBD 3S CROSS TIE BRKR 3SA OPND,1.0,0.0
EP:SWBD 3S CROSS TIE BRKR 3SB CLOSED,1.0,0.0
EP:SWBD 3S CROSS TIE BRKR 3SB OPND,1.0,0.0
EP:SWBD 3SA CROSS TIE BRKR SYNC CMD,1.0,0.0
EP:SWBD 3SB CROSS TIE BRKR SYNC CMD,1.0,0.0
FADC 1:FAIL TO REACH 2400 RPM,1.0,0.0
FADC 1:FAIL TO REACH 9100 RPM,1.0,0.0
FADC 2:ANY RIMSS S/D,1.0,0.0
FADC 2:E2TH RIMSS START COUNTER,29.0,0.0
FADC 2:ENG / GRBX LO FLTR CLOGD,1.0,0.0
FADC 2:ENG / GRBX LO SUPL TEMP,160.0,0.0
FADC 2:ENG / GRBX LO SUPL TEMP HI,1.0,0.0
FADC 2:ENG / GRBX LO TEMP FAILD,1.0,0.0
FADC 2:F4SF_1 OUTPUT,1.0,0.0
FADC 2:F4SF_2 OUTPUT,1.0,0.0
FADC 2:F4SG OUTPUT,1.0,0.0
FADC 2:F4SK OUTPUT,1.0,0.0
FADC 2:FAIL TO REACH 2400 RPM,1.0,0.0
FADC 2:FAIL TO REACH 9100 RPM,1.0,0.0
FADC 2:GEAR LO SUPL PRES,30.0,20.0
FADC 2:GEN LO FLTR CLOGD,1.0,0.0
FADC 2:GEN LO PRES FAILD,1.0,0.0
FADC 2:GEN LO SUPL PRES,30.0,20.0
FADC 2:GEN LO SUPL PRES LOW,1.0,0.0
FADC 2:GEN LO SUPL TEMP,160.0,0.0
FADC 2:GEN LO SUPL TEMP HI,1.0,0.0
FADC 2:GEN LO TEMP FAILD,1.0,0.0
FADC 2:GEN S/D ON LOW LO SUPL PRES,1.0,0.0
FADC 2:GRBX LO SUPL PRES FAILD,1.0,0.0
FADC 2:GRBX LO SUPL PRES LOW,1.0,0.0
FADC 2:GRBX LO SUPL PRES S/D,1.0,0.0
FADC 2:K34 S/D,1.0,0.0
FADC 2:MODULE CLG FAN NOT ON,1.0,0.0
FADC 2:RIMSS CLG AIR DAMPR CLOSED,1.0,0.0
FADC 2:RIMSS ENG CHIP DETCTR,1.0,0.0
FADC 2:RIMSS EXH DAMPR CLOSED,1.0,0.0
FADC 2:RIMSS EXH DAMPR FAIL TO CLOSE S/D,1.0,0.0
FADC 2:RIMSS EXH DAMPR OPN,1.0,0.0
FADC 2:RIMSS EXH DAMPR POSN ERR,1.0,0.0
FADC 2:RIMSS EXT OVRSPD S/D,1.0,0.0
FADC 2:RIMSS EXT OVRTEMP S/D,1.0,0.0
FADC 2:RIMSS FAIL REACH 27500 RPM S/D,1.0,0.0
FADC 2:RIMSS FLAMEOUT S/D,1.0,0.0
FADC 2:RIMSS FUEL MNFLD SIG FAILD,1.0,0.0
FADC 2:RIMSS FUEL VLV FDBK FAILD S/D,1.0,0.0
FADC 2:RIMSS FUEL VLV POSN ERR S/D,1.0,0.0
FADC 2:RIMSS GASIFIER / N1 MAG PICKUP FAILD,1.0,0.0
FADC 2:RIMSS GASIFIER / N1 OVRSPD S/D,1.0,0.0
FADC 2:RIMSS GASIFIER / N1 UNDRSPD S/D,1.0,0.0
FADC 2:RIMSS GASIFIER SPD,50000.0,0.0
FADC 2:RIMSS GT CYCLES COUNTER,32767.0,0.0
FADC 2:RIMSS LO PRES,300.0,0.0
FADC 2:RIMSS LO PRES SIG FAILD,1.0,0.0
FADC 2:RIMSS MEASRD GAS OVRTEMP S/D,1.0,0.0
FADC 2:RIMSS MEASRD GAS TEMP,2000.0,0.0
FADC 2:RIMSS MEASRD GAS TEMP THERMOCPL FAILR S/D,1.0,0.0
FADC 2:RIMSS MOT LO PRES LOW,1.0,0.0
FADC 2:RIMSS MOT LO PRES LOW S/D,1.0,0.0
FADC 2:RIMSS NPT,30000.0,0.0
FADC 2:RIMSS NPT OVRSPD S/D,1.0,0.0
FADC 2:RIMSS PT / N2 ROTATION FAILR S/D,1.0,0.0
FADC 2:RIMSS RDY TO START,1.0,0.0
FADC 2:RIMSS RUN LO PRES LOW,1.0,0.0
FADC 2:RIMSS RUN LO PRES LOW S/D,1.0,0.0
FADC 2:RIMSS START BTRY SIG FAILD,1.0,0.0
FADC 2:RIMSS START BTRY VOLT,30.0,0.0
FADC 2:RIMSS START BTRY VOLT LOW,1.0,0.0
FADC 2:RIMSS START PERMISSIVE,1.0,0.0
FADC 2:RIMSS TORQ HI S/D,1.0,0.0
FADC 2:RIMSS TORQ MTR OIL PRES SIG FAILD,1.0,0.0
FADC 2:RIMSS XFER CASE CHIP DETCTR,1.0,0.0
FADC 2:RIMSS-BACKFLOW DETCTR,1.0,0.0
FADC 2:TOT STARTS COUNTER,32767.0,0.0
FADC 3:ANY RIMSS S/D,1.0,0.0
FADC 3:E2TH RIMSS START COUNTER,29.0,0.0
FADC 3:ENG / GRBX LO FLTR CLOGD,1.0,0.0
FADC 3:ENG / GRBX LO SUPL TEMP,160.0,0.0
FADC 3:ENG / GRBX LO SUPL TEMP HI,1.0,0.0
FADC 3:ENG / GRBX LO TEMP FAILD,1.0,0.0
FADC 3:F4SF_1 OUTPUT,1.0,0.0
FADC 3:F4SF_2 OUTPUT,1.0,0.0
FADC 3:F4SG OUTPUT,1.0,0.0
FADC 3:F4SK OUTPUT,1.0,0.0
FADC 3:FAIL TO REACH 2400 RPM,1.0,0.0
FADC 3:FAIL TO REACH 9100 RPM,1.0,0.0
FADC 3:GEAR LO SUPL PRES,30.0,20.0
FADC 3:GEN LO FLTR CLOGD,1.0,0.0
FADC 3:GEN LO PRES FAILD,1.0,0.0
FADC 3:GEN LO SUPL PRES,30.0,20.0
FADC 3:GEN LO SUPL PRES LOW,1.0,0.0
FADC 3:GEN LO SUPL TEMP,160.0,0.0
FADC 3:GEN LO SUPL TEMP HI,1.0,0.0
FADC 3:GEN LO TEMP FAILD,1.0,0.0
FADC 3:GEN S/D ON LOW LO SUPL PRES,1.0,0.0
FADC 3:GRBX LO SUPL PRES FAILD,1.0,0.0
FADC 3:GRBX LO SUPL PRES LOW,1.0,0.0
FADC 3:GRBX LO SUPL PRES S/D,1.0,0.0
FADC 3:K34 S/D,1.0,0.0
FADC 3:MODULE CLG FAN NOT ON,1.0,0.0
FADC 3:RIMSS CLG AIR DAMPR CLOSED,1.0,0.0
FADC 3:RIMSS ENG CHIP DETCTR,1.0,0.0
FADC 3:RIMSS EXH DAMPR CLOSED,1.0,0.0
FADC 3:RIMSS EXH DAMPR FAIL TO CLOSE S/D,1.0,0.0
FADC 3:RIMSS EXH DAMPR OPN,1.0,0.0
FADC 3:RIMSS EXH DAMPR POSN ERR,1.0,0.0
FADC 3:RIMSS EXT OVRSPD S/D,1.0,0.0
FADC 3:RIMSS EXT OVRTEMP S/D,1.0,0.0
FADC 3:RIMSS FAIL REACH 27500 RPM S/D,1.0,0.0
FADC 3:RIMSS FLAMEOUT S/D,1.0,0.0
FADC 3:RIMSS FUEL MNFLD SIG FAILD,1.0,0.0
FADC 3:RIMSS FUEL VLV FDBK FAILD S/D,1.0,0.0
FADC 3:RIMSS FUEL VLV POSN ERR S/D,1.0,0.0
FADC 3:RIMSS GASIFIER / N1 MAG PICKUP FAILD,1.0,0.0
FADC 3:RIMSS GASIFIER / N1 OVRSPD S/D,1.0,0.0
FADC 3:RIMSS GASIFIER / N1 UNDRSPD S/D,1.0,0.0
FADC 3:RIMSS GASIFIER SPD,50000.0,0.0
FADC 3:RIMSS GT CYCLES COUNTER,32767.0,0.0
FADC 3:RIMSS LO PRES,300.0,0.0
FADC 3:RIMSS LO PRES SIG FAILD,1.0,0.0
FADC 3:RIMSS MEASRD GAS OVRTEMP S/D,1.0,0.0
FADC 3:RIMSS MEASRD GAS TEMP,2000.0,0.0
FADC 3:RIMSS MEASRD GAS TEMP THERMOCPL FAILR S/D,1.0,0.0
FADC 3:RIMSS MOT LO PRES LOW,1.0,0.0
FADC 3:RIMSS MOT LO PRES LOW S/D,1.0,0.0
FADC 3:RIMSS NPT,30000.0,0.0
FADC 3:RIMSS NPT OVRSPD S/D,1.0,0.0
FADC 3:RIMSS PT / N2 ROTATION FAILR S/D,1.0,0.0
FADC 3:RIMSS RDY TO START,1.0,0.0
FADC 3:RIMSS RUN LO PRES LOW,1.0,0.0
FADC 3:RIMSS RUN LO PRES LOW S/D,1.0,0.0
FADC 3:RIMSS START BTRY SIG FAILD,1.0,0.0
FADC 3:RIMSS START BTRY VOLT,30.0,0.0
FADC 3:RIMSS START BTRY VOLT LOW,1.0,0.0
FADC 3:RIMSS START PERMISSIVE,1.0,0.0
FADC 3:RIMSS TORQ HI S/D,1.0,0.0
FADC 3:RIMSS TORQ MTR OIL PRES SIG FAILD,1.0,0.0
FADC 3:RIMSS XFER CASE CHIP DETCTR,1.0,0.0
FADC 3:RIMSS-BACKFLOW DETCTR,1.0,0.0
FADC 3:TOT STARTS COUNTER,32767.0,0.0
GTG 1:ALTERNATE VOLT REG IN CTRL,1.0,0.0
GTG 1:FADC GEN EXCITN DE-ENERGIZED,1.0,0.0
GTG 1:GEN SUMRY ALM,1.0,0.0
GTG 1:GOVNR MODE DROOP,1.0,0.0
GTG 1:GOVNR MODE ISOCHRN,1.0,0.0
GTG 1:GRBX SUMP LVL,2.0,0.0
GTG 1:RIMSS LO PRES,300.0,0.0
GTG 1:RIMSS MODULE CLG FAN OFF,1.0,0.0
GTG 1:START MODE SEL RIMSS,1.0,0.0
GTG 1:SUMRY ALM,1.0,0.0
GTG 2:ALTERNATE VOLT REG IN CTRL,1.0,0.0
GTG 2:ENG/GRBX LO FLTR CLOGD,1.0,0.0
GTG 2:ENG/GRBX LO SUPL TEMP,300.0,0.0
GTG 2:ENG/GRBX LO SUPL TEMP FAILD,1.0,0.0
GTG 2:ENG/GRBX LO SUPL TEMP HI,1.0,0.0
GTG 2:FADC GEN EXCITN DE-ENERGIZED,1.0,0.0
GTG 2:GEAR LO SUPL PRES,60.0,0.0
GTG 2:GEAR LO SUPL PRES LOW,1.0,0.0
GTG 2:GEAR LO SUPL PRES S/D,1.0,0.0
GTG 2:GEN LO FLTR CLOGD,1.0,0.0
GTG 2:GEN LO SUMP LVL,2.0,0.0
GTG 2:GEN LO SUPL PRES,60.0,0.0
GTG 2:GEN LO SUPL PRES FAILD,1.0,0.0
GTG 2:GEN LO SUPL PRES LOW,1.0,0.0
GTG 2:GEN LO SUPL PRES S/D,1.0,0.0
GTG 2:GEN LO SUPL TEMP,300.0,0.0
GTG 2:GEN LO SUPL TEMP FAILD,1.0,0.0
GTG 2:GEN LO SUPL TEMP HI,1.0,0.0
GTG 2:GEN SUMRY ALM,1.0,0.0
GTG 2:GOVNR MODE DROOP,1.0,0.0
GTG 2:GOVNR MODE ISOCHRN,1.0,0.0
GTG 2:GRBX LO SUPL PRES FAILD,1.0,0.0
GTG 2:K34 S/D,1.0,0.0
GTG 2:RIMSS BACKFLOW TRUE,1.0,0.0
GTG 2:RIMSS CLG AIR DAMPR CLOSED,1.0,0.0
GTG 2:RIMSS ENG LO METAL DETCTD,1.0,0.0
GTG 2:RIMSS ETHNET EMRGCY STOP CMD,1.0,0.0
GTG 2:RIMSS EXH DAMPR CLOSE S/D,1.0,0.0
GTG 2:RIMSS EXH DAMPR CLOSED,1.0,0.0
GTG 2:RIMSS EXH DAMPR OPND,1.0,0.0
GTG 2:RIMSS EXH DAMPR POSN ERR,1.0,0.0
GTG 2:RIMSS EXT OVRSPD S/D,1.0,0.0
GTG 2:RIMSS EXT OVRTEMP S/D,1.0,0.0
GTG 2:RIMSS FAIL REACH 27500 RPM S/D,1.0,0.0
GTG 2:RIMSS FLAMEOUT S/D,1.0,0.0
GTG 2:RIMSS FUEL MNFLD SIG FAILD,1.0,0.0
GTG 2:RIMSS FUEL VLV FDBK S/D,1.0,0.0
GTG 2:RIMSS FUEL VLV POSN ERR S/D,1.0,0.0
GTG 2:RIMSS GASIFIER N1 MAG PICKUP FAILD S/D,1.0,0.0
GTG 2:RIMSS GASIFIER SPD,60000.0,0.0
GTG 2:RIMSS GASIFIER SPD OVRSPD S/D,1.0,0.0
GTG 2:RIMSS GASIFIER SPD UNDRSPD S/D,1.0,0.0
GTG 2:RIMSS KS4 CYCLE COUNTER,32767.0,0.0
GTG 2:RIMSS LO PRES,300.0,0.0
GTG 2:RIMSS LO PRES MOT LOW,1.0,0.0
GTG 2:RIMSS LO PRES MOT LOW S/D,1.0,0.0
GTG 2:RIMSS LO PRES RUN LOW,1.0,0.0
GTG 2:RIMSS LO PRES RUN LOW S/D,1.0,0.0
GTG 2:RIMSS LO PRES SIG FAILD,1.0,0.0
GTG 2:RIMSS MEASRD GAS TEMP,2000.0,0.0
GTG 2:RIMSS MEASRD GAS TEMP OVRTEMP S/D,1.0,0.0
GTG 2:RIMSS MEASRD GAS TEMP THERMOCPL FAILR S/D,1.0,0.0
GTG 2:RIMSS MODULE CLG FAN OFF,1.0,0.0
GTG 2:RIMSS MOT INITD,1.0,0.0
GTG 2:RIMSS NPT OVRSPD S/D,1.0,0.0
GTG 2:RIMSS PT N2 ROTATION FAILR S/D,1.0,0.0
GTG 2:RIMSS PT SPD,40000.0,0.0
GTG 2:RIMSS START BTRY SIG FAILD,1.0,0.0
GTG 2:RIMSS START BTRY VOLT,30.0,0.0
GTG 2:RIMSS START BTRY VOLT LOW,1.0,0.0
GTG 2:RIMSS START GTG RDY,1.0,0.0
GTG 2:RIMSS STATUS RUNNING,1.0,0.0
GTG 2:RIMSS STATUS STOPD,1.0,0.0
GTG 2:RIMSS TORQ HI S/D,1.0,0.0
GTG 2:RIMSS TORQ MEASRD OIL PRES SIG FAILD,1.0,0.0
GTG 2:RIMSS XFER CASE LO METAL DETCTD,1.0,0.0
GTG 2:START MODE SEL RIMSS,1.0,0.0
GTG 2:SUMRY ALM,1.0,0.0
GTG 3:ALTERNATE VOLT REG IN CTRL,1.0,0.0
GTG 3:ENG/GRBX LO FLTR CLOGD,1.0,0.0
GTG 3:ENG/GRBX LO SUPL TEMP,300.0,0.0
GTG 3:ENG/GRBX LO SUPL TEMP FAILD,1.0,0.0
GTG 3:ENG/GRBX LO SUPL TEMP HI,1.0,0.0
GTG 3:FADC GEN EXCITN DE-ENERGIZED,1.0,0.0
GTG 3:GEAR LO SUPL PRES,60.0,0.0
GTG 3:GEAR LO SUPL PRES LOW,1.0,0.0
GTG 3:GEAR LO SUPL PRES S/D,1.0,0.0
GTG 3:GEN LO FLTR CLOGD,1.0,0.0
GTG 3:GEN LO SUMP LVL,2.0,0.0
GTG 3:GEN LO SUPL PRES,60.0,0.0
GTG 3:GEN LO SUPL PRES FAILD,1.0,0.0
GTG 3:GEN LO SUPL PRES LOW,1.0,0.0
GTG 3:GEN LO SUPL PRES S/D,1.0,0.0
GTG 3:GEN LO SUPL TEMP,300.0,0.0
GTG 3:GEN LO SUPL TEMP FAILD,1.0,0.0
GTG 3:GEN LO SUPL TEMP HI,1.0,0.0
GTG 3:GEN SUMRY ALM,1.0,0.0
GTG 3:GOVNR MODE DROOP,1.0,0.0
GTG 3:GOVNR MODE ISOCHRN,1.0,0.0
GTG 3:GRBX LO SUPL PRES FAILD,1.0,0.0
GTG 3:K34 S/D,1.0,0.0
GTG 3:RIMSS BACKFLOW TRUE,1.0,0.0
GTG 3:RIMSS CLG AIR DAMPR CLOSED,1.0,0.0
GTG 3:RIMSS ENG LO METAL DETCTD,1.0,0.0
GTG 3:RIMSS ETHNET EMRGCY STOP CMD,1.0,0.0
GTG 3:RIMSS EXH DAMPR CLOSE S/D,1.0,0.0
GTG 3:RIMSS EXH DAMPR CLOSED,1.0,0.0
GTG 3:RIMSS EXH DAMPR OPND,1.0,0.0
GTG 3:RIMSS EXH DAMPR POSN ERR,1.0,0.0
GTG 3:RIMSS EXT OVRSPD S/D,1.0,0.0
GTG 3:RIMSS EXT OVRTEMP S/D,1.0,0.0
GTG 3:RIMSS FAIL REACH 27500 RPM S/D,1.0,0.0
GTG 3:RIMSS FLAMEOUT S/D,1.0,0.0
GTG 3:RIMSS FUEL MNFLD SIG FAILD,1.0,0.0
GTG 3:RIMSS FUEL VLV FDBK S/D,1.0,0.0
GTG 3:RIMSS FUEL VLV POSN ERR S/D,1.0,0.0
GTG 3:RIMSS GASIFIER N1 MAG PICKUP FAILD S/D,1.0,0.0
GTG 3:RIMSS GASIFIER SPD,60000.0,0.0
GTG 3:RIMSS GASIFIER SPD OVRSPD S/D,1.0,0.0
GTG 3:RIMSS GASIFIER SPD UNDRSPD S/D,1.0,0.0
GTG 3:RIMSS KS4 CYCLE COUNTER,32767.0,0.0
GTG 3:RIMSS LO PRES,300.0,0.0
GTG 3:RIMSS LO PRES MOT LOW,1.0,0.0
GTG 3:RIMSS LO PRES MOT LOW S/D,1.0,0.0
GTG 3:RIMSS LO PRES RUN LOW,1.0,0.0
GTG 3:RIMSS LO PRES RUN LOW S/D,1.0,0.0
GTG 3:RIMSS LO PRES SIG FAILD,1.0,0.0
GTG 3:RIMSS MEASRD GAS TEMP,2000.0,0.0
GTG 3:RIMSS MEASRD GAS TEMP OVRTEMP S/D,1.0,0.0
GTG 3:RIMSS MEASRD GAS TEMP THERMOCPL FAILR S/D,1.0,0.0
GTG 3:RIMSS MODULE CLG FAN OFF,1.0,0.0
GTG 3:RIMSS MOT INITD,1.0,0.0
GTG 3:RIMSS NPT OVRSPD S/D,1.0,0.0
GTG 3:RIMSS PT N2 ROTATION FAILR S/D,1.0,0.0
GTG 3:RIMSS PT SPD,40000.0,0.0
GTG 3:RIMSS START BTRY SIG FAILD,1.0,0.0
GTG 3:RIMSS START BTRY VOLT,30.0,0.0
GTG 3:RIMSS START BTRY VOLT LOW,1.0,0.0
GTG 3:RIMSS START GTG RDY,1.0,0.0
GTG 3:RIMSS STATUS RUNNING,1.0,0.0
GTG 3:RIMSS STATUS STOPD,1.0,0.0
GTG 3:RIMSS TORQ HI S/D,1.0,0.0
