machineName:sensorName,operationalHigh,operationalLow
GTG 3:RIMSS TORQ MEASRD OIL PRES SIG FAILD,1.0,0.0
GTG 3:RIMSS XFER CASE LO METAL DETCTD,1.0,0.0
GTG 3:START MODE SEL RIMSS,1.0,0.0
GTG 3:SUMRY ALM,1.0,0.0
GTGs:GTG 3 HD TNK (1-374-1-F) LVL,1347.0,0.0
GTGs:GTG 3 HD TNK (1-374-1-F) LVL HI,1.0,0.0
GTGs:GTG 3 HD TNK (1-374-1-F) LVL LOW,1.0,0.0
GTGs FCS:GTG 3 HD TNK (1-374-1-F) % FULL,100.0,0.0
GTGs FCS:GTG 3 HD TNK (1-374-1-F) LVL,1347.0,0.0
GTGs FCS:GTG 3 HD TNK (1-374-1-F) LVL HI,1.0,0.0
GTGs FCS:GTG 3 HD TNK (1-374-1-F) LVL LOW,1.0,0.0
FCS:GTG 3 HD TNK (1-374-1-F) LVL LOW (DUPSIG_01),1.0,0.0
FO SVC MCS:ER 1 SUMRY ALM,1.0,0.0
FO SVC MCS:ER 2 SUMRY ALM,1.0,0.0
FO SVC MCS:JP-5 STRG TNK (4-410-0-J) LVL,10418.0,0.0
FO SVC MCS:TNK 1A (4-220-1-F) RECIRCG VLV CLOSED,1.0,0.0
FO SVC MCS:TNK 1A (4-220-1-F) RECIRCG VLV OPND,1.0,0.0
FO SVC MCS:TNK 1A (4-220-1-F) SUCT VLV CLOSED,1.0,0.0
FO SVC MCS:TNK 1A (4-220-1-F) SUCT VLV OPND,1.0,0.0
FO SVC MCS:TNK 1B (4-220-4-F) RECIRCG VLV CLOSED,1.0,0.0
FO SVC MCS:TNK 1B (4-220-4-F) RECIRCG VLV OPND,1.0,0.0
FO SVC MCS:TNK 1B (4-220-4-F) SUCT VLV CLOSED,1.0,0.0
FO SVC MCS:TNK 1B (4-220-4-F) SUCT VLV OPND,1.0,0.0
FO SVC MCS:TNK 2A (4-300-1-F) RECIRCG VLV CLOSED,1.0,0.0
FO SVC MCS:TNK 2A (4-300-1-F) RECIRCG VLV OPND,1.0,0.0
FO SVC MCS:TNK 2A (4-300-1-F) SUCT VLV CLOSED,1.0,0.0
FO SVC MCS:TNK 2A (4-300-1-F) SUCT VLV OPND,1.0,0.0
FO SVC MCS:TNK 2B (5-300-4-F) RECIRCG VLV CLOSED,1.0,0.0
FO SVC MCS:TNK 2B (5-300-4-F) RECIRCG VLV OPND,1.0,0.0
FO SVC MCS:TNK 2B (5-300-4-F) SUCT VLV CLOSED,1.0,0.0
FO SVC MCS:TNK 2B (5-300-4-F) SUCT VLV OPND,1.0,0.0
FM:FMV 1-105-3 CLOSED,1.0,0.0
FM:FMV 1-105-3 OPND,1.0,0.0
FM:FMV 1-170-3 CLOSED,1.0,0.0
FM:FMV 1-170-3 OPND,1.0,0.0
FM:FMV 1-214-1 CLOSED,1.0,0.0
FM:FMV 1-214-1 OPND,1.0,0.0
FM:FMV 1-219-3 CLOSED,1.0,0.0
FM:FMV 1-219-3 OPND,1.0,0.0
FM:FMV 1-255-3 CLOSED,1.0,0.0
FM:FMV 1-255-3 OPND,1.0,0.0
FM:FMV 1-271-3 CLOSED,1.0,0.0
FM:FMV 1-271-3 OPND,1.0,0.0
FM:FMV 1-310-1 CLOSED,1.0,0.0
FM:FMV 1-310-1 OPND,1.0,0.0
FM:FMV 1-59-1 CLOSED,1.0,0.0
FM:FMV 1-59-1 OPND,1.0,0.0
FM:FMV 2-396-1 CLOSED,1.0,0.0
FM:FMV 2-396-1 OPND,1.0,0.0
FM:FMV 2-409-3 CLOSED,1.0,0.0
FM:FMV 2-409-3 OPND,1.0,0.0
FM:FMV 3-171-2 CLOSED,1.0,0.0
FM:FMV 3-171-2 OPND,1.0,0.0
FM:FMV 3-216-2 CLOSED,1.0,0.0
FM:FMV 3-216-2 OPND,1.0,0.0
FM:FMV 3-217-4 CLOSED,1.0,0.0
FM:FMV 3-217-4 OPND,1.0,0.0
FM:FMV 3-273-2 CLOSED,1.0,0.0
FM:FMV 3-273-2 OPND,1.0,0.0
FM:FMV 3-323-2 CLOSED,1.0,0.0
FM:FMV 3-323-2 OPND,1.0,0.0
FM:FMV 3-325-2 CLOSED,1.0,0.0
FM:FMV 3-325-2 OPND,1.0,0.0
FM:FMV 3-331-2 CLOSED,1.0,0.0
FM:FMV 3-331-2 OPND,1.0,0.0
FM:FMV 3-336-2 CLOSED,1.0,0.0
FM:FMV 3-336-2 OPND,1.0,0.0
FW:BROM OVRRD ENABLED,1.0,0.0
FW:BROM TNK 1 SELCTD,1.0,0.0
FW:BROM TNK 2 SELCTD,1.0,0.0
FW:BROM TNK 3 SELCTD,1.0,0.0
FW:BROM TNK 4 SELCTD,1.0,0.0
FW:BROMTR ON,1.0,0.0
FW:BROMTR PMP ON,1.0,0.0
FW:PW PMP DISCH PRES,85.0,65.0
FW:PW RECIRCG TIME,10000.0,0.0
FW:PW TNK BROMTR,4.0,1.0
FW:PW TNK STBY,4.0,1.0
GTM 1A:LOSCA OUT TEMP,250.0,110.0
GTM 1A:NON-VITAL SUMRY ALM,1.0,0.0
GTM 1A:VITAL SUMRY ALM,1.0,0.0
GTM 1B:LOSCA OUT TEMP,250.0,110.0
GTM 1B:NON-VITAL SUMRY ALM,1.0,0.0
GTM 1B:VITAL SUMRY ALM,1.0,0.0
GTM 2A:LOSCA OUT TEMP,250.0,110.0
GTM 2A:NON-VITAL SUMRY ALM,1.0,0.0
GTM 2A:VITAL SUMRY ALM,1.0,0.0
GTM 2B:LOSCA OUT TEMP,250.0,110.0
GTM 2B:NON-VITAL SUMRY ALM,1.0,0.0
GTM 2B:VITAL SUMRY ALM,1.0,0.0
Heat Stress:1SA SWBD UPR LVL DB TEMP,90.0,0.0
Heat Stress:1SA SWBD UPR LVL GLB TEMP,1.0E10,-1.0E10
Heat Stress:1SA SWBD UPR LVL RELATV HUMID,1.0E10,-1.0E10
Heat Stress:1SA SWBD UPR LVL WB TEMP,1.0E10,-1.0E10
Heat Stress:AC & SHAFT ALY PHONE BOOTH DB TEMP,90.0,0.0
Heat Stress:AC & SHAFT ALY PHONE BOOTH GLB TEMP,1.0E10,-1.0E10
Heat Stress:AC & SHAFT ALY PHONE BOOTH RELATV HUMID,1.0E10,-1.0E10
Heat Stress:AC & SHAFT ALY PHONE BOOTH WB TEMP,1.0E10,-1.0E10
Heat Stress:AMR 1 LOCOP LWR LVL DB TEMP,90.0,0.0
Heat Stress:AMR 1 LOCOP LWR LVL GLB TEMP,1.0E10,-1.0E10
Heat Stress:AMR 1 LOCOP LWR LVL RELATV HUMID,1.0E10,-1.0E10
Heat Stress:AMR 1 LOCOP LWR LVL WB TEMP,1.0E10,-1.0E10
Heat Stress:AMR 2 PHONE BOOTH DB TEMP,90.0,0.0
Heat Stress:AMR 2 PHONE BOOTH GLB TEMP,1.0E10,-1.0E10
Heat Stress:AMR 2 PHONE BOOTH RELATV HUMID,1.0E10,-1.0E10
Heat Stress:AMR 2 PHONE BOOTH WB TEMP,1.0E10,-1.0E10
Heat Stress:GEN RM 3 LOCOP LWR LVL DB TEMP,90.0,0.0
Heat Stress:GEN RM 3 LOCOP LWR LVL GLB TEMP,1.0E10,-1.0E10
Heat Stress:GEN RM 3 LOCOP LWR LVL RELATV HUMID,1.0E10,-1.0E10
Heat Stress:GEN RM 3 LOCOP LWR LVL WB TEMP,1.0E10,-1.0E10
Heat Stress:GEN RM 3 SWBD UPR LVL DB TEMP,90.0,0.0
Heat Stress:GEN RM 3 SWBD UPR LVL GLB TEMP,1.0E10,-1.0E10
Heat Stress:GEN RM 3 SWBD UPR LVL RELATV HUMID,1.0E10,-1.0E10
Heat Stress:GEN RM 3 SWBD UPR LVL WB TEMP,1.0E10,-1.0E10
Heat Stress:LNDRY WASHERS DB TEMP,90.0,0.0
Heat Stress:LNDRY WASHERS GLB TEMP,1.0E10,-1.0E10
Heat Stress:LNDRY WASHERS RELATV HUMID,1.0E10,-1.0E10
Heat Stress:LNDRY WASHERS WB TEMP,1.0E10,-1.0E10
Heat Stress:MER 1 DIU 4 UPR LVL DB TEMP,90.0,0.0
Heat Stress:MER 1 DIU 4 UPR LVL GLB TEMP,1.0E10,-1.0E10
Heat Stress:MER 1 DIU 4 UPR LVL RELATV HUMID,1.0E10,-1.0E10
Heat Stress:MER 1 DIU 4 UPR LVL WB TEMP,1.0E10,-1.0E10
Heat Stress:MER 1 FO PMP LWR LVL DB TEMP,90.0,0.0
Heat Stress:MER 1 FO PMP LWR LVL GLB TEMP,1.0E10,-1.0E10
Heat Stress:MER 1 FO PMP LWR LVL RELATV HUMID,1.0E10,-1.0E10
Heat Stress:MER 1 FO PMP LWR LVL WB TEMP,1.0E10,-1.0E10
Heat Stress:MER 1 FO PURIF LWR LVL DB TEMP,90.0,0.0
Heat Stress:MER 1 FO PURIF LWR LVL GLB TEMP,1.0E10,-1.0E10
Heat Stress:MER 1 FO PURIF LWR LVL RELATV HUMID,1.0E10,-1.0E10
Heat Stress:MER 1 FO PURIF LWR LVL WB TEMP,1.0E10,-1.0E10
Heat Stress:MER 1 LOP LWR LVL DB TEMP,90.0,0.0
Heat Stress:MER 1 LOP LWR LVL GLB TEMP,1.0E10,-1.0E10
Heat Stress:MER 1 LOP LWR LVL RELATV HUMID,1.0E10,-1.0E10
Heat Stress:MER 1 LOP LWR LVL WB TEMP,1.0E10,-1.0E10
Heat Stress:MER 1 OIL DISTR BOX DB TEMP,90.0,0.0
Heat Stress:MER 1 OIL DISTR BOX GLB TEMP,1.0E10,-1.0E10
Heat Stress:MER 1 OIL DISTR BOX RELATV HUMID,1.0E10,-1.0E10
Heat Stress:MER 1 OIL DISTR BOX WB TEMP,1.0E10,-1.0E10
Heat Stress:MER 2 DIU 5 UPR LVL DB TEMP,90.0,0.0
Heat Stress:MER 2 DIU 5 UPR LVL GLB TEMP,1.0E10,-1.0E10
Heat Stress:MER 2 DIU 5 UPR LVL RELATV HUMID,1.0E10,-1.0E10
Heat Stress:MER 2 DIU 5 UPR LVL WB TEMP,1.0E10,-1.0E10
Heat Stress:MER 2 FO PURIF LWR LVL DB TEMP,90.0,0.0
Heat Stress:MER 2 FO PURIF LWR LVL GLB TEMP,1.0E10,-1.0E10
Heat Stress:MER 2 FO PURIF LWR LVL RELATV HUMID,1.0E10,-1.0E10
Heat Stress:MER 2 FO PURIF LWR LVL WB TEMP,1.0E10,-1.0E10
Heat Stress:MER 2 FO SVC PMPs LWR LVL DB TEMP,90.0,0.0
Heat Stress:MER 2 FO SVC PMPs LWR LVL GLB TEMP,1.0E10,-1.0E10
Heat Stress:MER 2 FO SVC PMPs LWR LVL RELATV HUMID,1.0E10,-1.0E10
Heat Stress:MER 2 FO SVC PMPs LWR LVL WB TEMP,1.0E10,-1.0E10
Heat Stress:MER 2 LOCOP I/L DB TEMP,90.0,0.0
Heat Stress:MER 2 LOCOP I/L GLB TEMP,1.0E10,-1.0E10
Heat Stress:MER 2 LOCOP I/L RELATV HUMID,1.0E10,-1.0E10
Heat Stress:MER 2 LOCOP I/L WB TEMP,1.0E10,-1.0E10
Heat Stress:MER 2 LOP LWR LVL DB TEMP,90.0,0.0
Heat Stress:MER 2 LOP LWR LVL GLB TEMP,1.0E10,-1.0E10
Heat Stress:MER 2 LOP LWR LVL RELATV HUMID,1.0E10,-1.0E10
Heat Stress:MER 2 LOP LWR LVL WB TEMP,1.0E10,-1.0E10
Heat Stress:MER 2 OIL DISTR BOX DB TEMP,90.0,0.0
Heat Stress:MER 2 OIL DISTR BOX GLB TEMP,1.0E10,-1.0E10
Heat Stress:MER 2 OIL DISTR BOX RELATV HUMID,1.0E10,-1.0E10
Heat Stress:MER 2 OIL DISTR BOX WB TEMP,1.0E10,-1.0E10
Heat Stress:STEERNG CONSOLE DB TEMP,90.0,0.0
Heat Stress:STEERNG CONSOLE GLB TEMP,1.0E10,-1.0E10
Heat Stress:STEERNG CONSOLE RELATV HUMID,1.0E10,-1.0E10
Heat Stress:STEERNG CONSOLE WB TEMP,1.0E10,-1.0E10
JP-5 FCS:STRG TNK (4-410-0-J) % FULL,100.0,0.0
JP-5 FCS:STRG TNK (4-410-0-J) LVL,1.0E10,0.0
JP-5 FCS:STRG TNK 3 TLI FUSE BLOWN,1.0,0.0
LO SVC MCS:ER 1 SUMRY ALM,1.0,0.0
LO SVC MCS:ER 2 SUMRY ALM,1.0,0.0
LO XFER:MRG BRG TEMP,185.0,0.0
LPAC 1:COMP OFF CYCLE,10000.0,0.0
LPAC 1:COMP STARTS,10000.0,0.0
LPAC 1:OP MODE SETTING,2.0,0.0
LPAC 1:PRES SETTING - LEAD/LAG/STBY,2.0,0.0
LPAC 2:COMP OFF CYCLE,10000.0,0.0
LPAC 2:COMP STARTS,10000.0,0.0
LPAC 2:OP MODE SETTING,2.0,0.0
LPAC 2:PRES SETTING - LEAD/LAG/STBY,2.0,0.0
LPAC 3:COMP OFF CYCLE,10000.0,0.0
LPAC 3:COMP STARTS,10000.0,0.0
LPAC 3:OP MODE SETTING,2.0,0.0
LPAC 3:PRES SETTING - LEAD/LAG/STBY,2.0,0.0
MCS:5-INCH/62 CALIBER GUN HI PRES AIR COMP SUMRY FAULT (DUPSIG_01),1.0,0.0
MCS:5-INCH/62 CALIBER GUN HI PRES FLASK PRES LOW (DUPSIG_01),1.0,0.0
MCS:AUTO STATUS BUFFER INDEX,32767.0,0.0
MCS:AUTO STATUS BUFFER INDEX (DUPSIG_01),32767.0,0.0
MCS:CPP 1 MAN PROP PITCH CMD INVAL (DUPSIG_01),1.0,0.0
MCS:CPP 2 DGTL/ANLG CNVTR PITCH CMD INVAL (DUPSIG_01),1.0,0.0
MCS:CPP 2 HYD OIL PMP UNAVAIL (DUPSIG_01),1.0,0.0
MCS:CPP 2 MAN PROP PITCH CMD INVAL (DUPSIG_01),1.0,0.0
MCS:CPS FIRE ZONE 4 EXH FAN 1 START CMD FAIL,1.0,0.0
MCS:CPS FIRE ZONE 4 EXH FAN 1 START CMD FAIL (DUPSIG_01),1.0,0.0
MCS:CPS FIRE ZONE 4 EXH FAN 2 START CMD FAIL,1.0,0.0
MCS:CPS FIRE ZONE 4 EXH FAN 2 START CMD FAIL (DUPSIG_01),1.0,0.0
MCS:CPS FIRE ZONE 4 EXH FAN 3 START CMD FAIL,1.0,0.0
MCS:CPS FIRE ZONE 4 EXH FAN 3 START CMD FAIL (DUPSIG_01),1.0,0.0
MCS:CPS FIRE ZONE 4 SUPL FAN 1 START CMD FAIL,1.0,0.0
MCS:CPS FIRE ZONE 4 SUPL FAN 1 START CMD FAIL (DUPSIG_01),1.0,0.0
MCS:CPS FIRE ZONE 4 SUPL FAN 2 START CMD FAIL,1.0,0.0
MCS:CPS FIRE ZONE 4 SUPL FAN 2 START CMD FAIL (DUPSIG_01),1.0,0.0
MCS:CPS FIRE ZONE 4 SUPL FAN 3 START CMD FAIL,1.0,0.0
MCS:CPS FIRE ZONE 4 SUPL FAN 3 START CMD FAIL (DUPSIG_01),1.0,0.0
MCS:CTM LOAD CENTER 12 TEMP IND DEVC OVRTEMP ALM HI (DUPSIG_01),1.0,0.0
MCS:CTM LOAD CENTER 24 TEMP IND DEVC OVRTEMP ALM HI (DUPSIG_01),1.0,0.0
MCS:CTM LOAD CENTER 32 TEMP IND DEVC OVRTEMP ALM HI (DUPSIG_01),1.0,0.0
MCS:CTM LOAD CENTER 42 TEMP IND DEVC OVRTEMP ALM HI (DUPSIG_01),1.0,0.0
MCS:CTM LOAD CENTER 61 TEMP IND DEVC OVRTEMP ALM HI (DUPSIG_01),1.0,0.0
MCS:CTM LOAD CENTER 62 TEMP IND DEVC OVRTEMP ALM HI (DUPSIG_01),1.0,0.0
MCS:CW SPY1 AFT ARRAY SUPL PRES SUMRY FAULT (DUPSIG_01),1.0,0.0
MCS:CW SPY1 AFT ARRAY SUPL PRES SUMRY FAULT - SUPVSRY,1.0,0.0
MCS:CW SPY1 AFT ARRAY SUPL PRES SUMRY FAULT - SUPVSRY (DUPSIG_01),1.0,0.0
MCS:CW SPY1 FWD ARRAY SUPL PRES SUMRY FAULT (DUPSIG_01),1.0,0.0
MCS:CW SPY1 FWD ARRAY SUPL PRES SUMRY FAULT - SUPVSRY,1.0,0.0
MCS:CW SPY1 FWD ARRAY SUPL PRES SUMRY FAULT - SUPVSRY (DUPSIG_01),1.0,0.0
MCS:CW SPY1 PORT ARRAY SUPL PRES SUMRY FAULT (DUPSIG_01),1.0,0.0
MCS:CW SPY1 PORT ARRAY SUPL PRES SUMRY FAULT - SUPVSRY,1.0,0.0
MCS:CW SPY1 PORT ARRAY SUPL PRES SUMRY FAULT - SUPVSRY (DUPSIG_01),1.0,0.0
MCS:CW SPY1 STBD ARRAY SUPL PRES SUMRY FAULT (DUPSIG_01),1.0,0.0
MCS:CW SPY1 STBD ARRAY SUPL PRES SUMRY FAULT - SUPVSRY,1.0,0.0
MCS:CW SPY1 STBD ARRAY SUPL PRES SUMRY FAULT - SUPVSRY (DUPSIG_01),1.0,0.0
MCS:ELECTRONIC DRY AIR DEHYD 1 DEW PNT HI (DUPSIG_01),1.0,0.0
MCS:ELECTRONIC DRY AIR DEHYD 1 DEW PNT HI - SUPVSRY,1.0,0.0
MCS:ELECTRONIC DRY AIR DEHYD 1 DEW PNT HI - SUPVSRY (DUPSIG_01),1.0,0.0
MCS:ELECTRONIC DRY AIR DEHYD 2 DEW PNT HI (DUPSIG_01),1.0,0.0
MCS:ELECTRONIC DRY AIR DEHYD 2 DEW PNT HI - SUPVSRY,1.0,0.0
MCS:ELECTRONIC DRY AIR DEHYD 2 DEW PNT HI - SUPVSRY (DUPSIG_01),1.0,0.0
MCS:EP DIU1 A14 MUX ANLG-IN HI ERR,1.0,0.0
MCS:EP DIU1 A14 MUX ANLG-IN HI ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU1 A14 MUX ANLG-IN LOW ERR,1.0,0.0
MCS:EP DIU1 A14 MUX ANLG-IN LOW ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU1 A14 MUX ANLG-OUT ERR,1.0,0.0
MCS:EP DIU1 A14 MUX ANLG-OUT ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU1 A15 MUX ANLG-IN HI ERR,1.0,0.0
MCS:EP DIU1 A15 MUX ANLG-IN HI ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU1 A15 MUX ANLG-IN LOW ERR,1.0,0.0
MCS:EP DIU1 A15 MUX ANLG-IN LOW ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU1 A15 MUX ANLG-OUT ERR,1.0,0.0
MCS:EP DIU1 A15 MUX ANLG-OUT ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU1 A2 FUSE F11A PW2 PRES BLOWN,1.0,0.0
MCS:EP DIU1 A2 FUSE F11A PW2 PRES BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU1 A2 FUSE F35B PW1 PRES BLOWN,1.0,0.0
MCS:EP DIU1 A2 FUSE F35B PW1 PRES BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU1 A2 FUSE F36A PW1 PRES BLOWN,1.0,0.0
MCS:EP DIU1 A2 FUSE F36A PW1 PRES BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU1 A2 FUSE F36B PW2 PRES BLOWN,1.0,0.0
MCS:EP DIU1 A2 FUSE F36B PW2 PRES BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU1 ANLG MUX A14 SHIELD ERR,1.0,0.0
MCS:EP DIU1 ANLG MUX A15 SHIELD ERR,1.0,0.0
MCS:EP DIU1 PS +12V MOD A FUSE BLOWN,1.0,0.0
MCS:EP DIU1 PS +12V MOD A FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU1 PS +12V MOD B FUSE BLOWN,1.0,0.0
MCS:EP DIU1 PS +12V MOD B FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU1 PS +15V MOD A FUSE BLOWN,1.0,0.0
MCS:EP DIU1 PS +15V MOD A FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU1 PS +15V MOD B FUSE BLOWN,1.0,0.0
MCS:EP DIU1 PS +15V MOD B FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU1 PS +28V DSP MOD A FUSE BLOWN,1.0,0.0
MCS:EP DIU1 PS +28V DSP MOD A FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU1 PS +28V DSP MOD B FUSE BLOWN,1.0,0.0
MCS:EP DIU1 PS +28V DSP MOD B FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU1 PS +28V FAN MOD A FUSE BLOWN,1.0,0.0
MCS:EP DIU1 PS +28V FAN MOD A FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU1 PS +28V FAN MOD B FUSE BLOWN,1.0,0.0
MCS:EP DIU1 PS +28V FAN MOD B FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU1 PS +3.3V MOD A FUSE BLOWN,1.0,0.0
MCS:EP DIU1 PS +3.3V MOD A FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU1 PS +3.3V MOD B FUSE BLOWN,1.0,0.0
MCS:EP DIU1 PS +3.3V MOD B FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU1 PS +5V MOD A FUSE BLOWN,1.0,0.0
MCS:EP DIU1 PS +5V MOD A FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU1 PS +5V MOD B FUSE BLOWN,1.0,0.0
MCS:EP DIU1 PS +5V MOD B FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU1 PS -12V MOD A FUSE BLOWN,1.0,0.0
MCS:EP DIU1 PS -12V MOD A FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU1 PS -12V MOD B FUSE BLOWN,1.0,0.0
MCS:EP DIU1 PS -12V MOD B FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU1 PS -15V MOD A FUSE BLOWN,1.0,0.0
MCS:EP DIU1 PS -15V MOD A FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU1 PS -15V MOD B FUSE BLOWN,1.0,0.0
MCS:EP DIU1 PS -15V MOD B FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU1 TO FADC1 CHAN T/O,1.0,0.0
MCS:EP DIU1 TO FADC1 CHAN T/O (DUPSIG_01),1.0,0.0
MCS:EP DIU1 VME GND ISO LOW,1.0,0.0
MCS:EP DIU1 VME GND ISO LOW (DUPSIG_01),1.0,0.0
MCS:EP DIU2 A8 VME RELAY-OUT ERR,1.0,0.0
MCS:EP DIU2 A8 VME RELAY-OUT ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU2 PS +12V MOD A FUSE BLOWN,1.0,0.0
MCS:EP DIU2 PS +12V MOD A FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU2 PS +12V MOD B FUSE BLOWN,1.0,0.0
MCS:EP DIU2 PS +12V MOD B FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU2 PS +15V MOD A FUSE BLOWN,1.0,0.0
MCS:EP DIU2 PS +15V MOD A FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU2 PS +15V MOD B FUSE BLOWN,1.0,0.0
MCS:EP DIU2 PS +15V MOD B FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU2 PS +28V DSP MOD A FUSE BLOWN,1.0,0.0
MCS:EP DIU2 PS +28V DSP MOD A FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU2 PS +28V DSP MOD B FUSE BLOWN,1.0,0.0
MCS:EP DIU2 PS +28V DSP MOD B FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU2 PS +28V FAN MOD A FUSE BLOWN,1.0,0.0
MCS:EP DIU2 PS +28V FAN MOD A FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU2 PS +28V FAN MOD B FUSE BLOWN,1.0,0.0
MCS:EP DIU2 PS +28V FAN MOD B FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU2 PS +3.3V MOD A FUSE BLOWN,1.0,0.0
MCS:EP DIU2 PS +3.3V MOD A FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU2 PS +3.3V MOD B FUSE BLOWN,1.0,0.0
MCS:EP DIU2 PS +3.3V MOD B FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU2 PS +5V MOD A FUSE BLOWN,1.0,0.0
MCS:EP DIU2 PS +5V MOD A FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU2 PS +5V MOD B FUSE BLOWN,1.0,0.0
MCS:EP DIU2 PS +5V MOD B FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU2 PS -12V MOD A FUSE BLOWN,1.0,0.0
MCS:EP DIU2 PS -12V MOD A FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU2 PS -12V MOD B FUSE BLOWN,1.0,0.0
MCS:EP DIU2 PS -12V MOD B FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU2 PS -15V MOD A FUSE BLOWN,1.0,0.0
MCS:EP DIU2 PS -15V MOD A FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU2 PS -15V MOD B FUSE BLOWN,1.0,0.0
MCS:EP DIU2 PS -15V MOD B FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU2 RELAY CARD A8 SHIELD ERR,1.0,0.0
MCS:EP DIU2 TO FADC2 CHAN T/O,1.0,0.0
MCS:EP DIU2 TO FADC2 CHAN T/O (DUPSIG_01),1.0,0.0
MCS:EP DIU2 VME GND ISO LOW,1.0,0.0
MCS:EP DIU2 VME GND ISO LOW (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A14 MUX ANLG-IN HI ERR,1.0,0.0
MCS:EP DIU3 A14 MUX ANLG-IN HI ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A14 MUX ANLG-IN LOW ERR,1.0,0.0
MCS:EP DIU3 A14 MUX ANLG-IN LOW ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A14 MUX ANLG-OUT ERR,1.0,0.0
MCS:EP DIU3 A14 MUX ANLG-OUT ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A15 MUX ANLG-IN HI ERR,1.0,0.0
MCS:EP DIU3 A15 MUX ANLG-IN HI ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A15 MUX ANLG-IN LOW ERR,1.0,0.0
MCS:EP DIU3 A15 MUX ANLG-IN LOW ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A15 MUX ANLG-OUT ERR,1.0,0.0
MCS:EP DIU3 A15 MUX ANLG-OUT ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A2 FUSE F12A FO STRG BLOWN,1.0,0.0
MCS:EP DIU3 A2 FUSE F24A FO STRG BLOWN,1.0,0.0
MCS:EP DIU3 A2 FUSE F35B FO TG5 BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A2 FUSE F36B FO TG6 BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A8 VME RELAY-OUT ERR,1.0,0.0
MCS:EP DIU3 A8 VME RELAY-OUT ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 ANLG MUX A14 SHIELD ERR,1.0,0.0
MCS:EP DIU3 ANLG MUX A15 SHIELD ERR,1.0,0.0
MCS:EP DIU3 PS +12V MOD A FUSE BLOWN,1.0,0.0
MCS:EP DIU3 PS +12V MOD A FUSE BLOWN (DUPSIG_01),1.0,0.0
